tags_collected, time_in_minutes, random_seed
56, 60, 1337
60, 60, 1337
52, 60, 1337
56, 60, 1337
60, 60, 1337
47, 60, 1337
60, 60, 1337
53, 60, 1337
51, 60, 1337
53, 60, 1337
45, 60, 1337
42, 60, 1337
56, 60, 1337
50, 60, 1337
54, 60, 1337
76, 60, 1337
61, 60, 1337
49, 60, 1337
62, 60, 1337
46, 60, 1337
61, 60, 1337
57, 60, 1337
56, 60, 1337
57, 60, 1337
51, 60, 1337
66, 60, 1337
53, 60, 1337
65, 60, 1337
52, 60, 1337
57, 60, 1337
52, 60, 1337
47, 60, 1337
66, 60, 1337
53, 60, 1337
57, 60, 1337
61, 60, 1337
56, 60, 1337
49, 60, 1337
51, 60, 1337
48, 60, 1337
48, 60, 1337
55, 60, 1337
53, 60, 1337
58, 60, 1337
45, 60, 1337
64, 60, 1337
63, 60, 1337
53, 60, 1337
58, 60, 1337
56, 60, 1337
